cod_ibge,total_familias,renda_media_pc,ivs_geral,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_trabalho,score_prioridade,faixa_prioridade
5214879,47,457.1489361702128,0.31,0.099,0.37,0.462,6.08,BAIXA
3166303,138,299.55797101449275,0.337,0.088,0.502,0.422,6.08,BAIXA
3540804,127,467.4566929133858,0.184,0.099,0.268,0.186,6.06,BAIXA
2200277,148,209.02702702702703,0.427,0.074,0.595,0.611,6.06,BAIXA
3139409,2039,423.156939676312,0.254,0.097,0.337,0.327,6.06,BAIXA
3304508,63,223.68253968253967,0.233,0.077,0.361,0.26,6.06,BAIXA
2923605,279,240.4229390681004,0.344,0.08,0.445,0.506,6.06,BAIXA
4310850,85,374.6470588235294,0.286,0.094,0.332,0.431,6.06,BAIXA
3535606,187,348.331550802139,0.236,0.092,0.328,0.289,6.05,BAIXA
4318457,53,392.9811320754717,0.263,0.095,0.322,0.372,6.05,BAIXA
3526001,164,304.8719512195122,0.19,0.088,0.24,0.242,6.05,BAIXA
3517000,82,269.5975609756098,0.215,0.084,0.303,0.257,6.05,BAIXA
3144904,121,351.40495867768595,0.346,0.092,0.485,0.461,6.04,BAIXA
3112208,84,249.8095238095238,0.308,0.081,0.392,0.452,6.04,BAIXA
4111209,152,328.1381578947368,0.22,0.09,0.275,0.294,6.04,BAIXA
3512100,146,419.3082191780822,0.213,0.096,0.274,0.27,6.02,BAIXA
4317004,178,218.5,0.311,0.075,0.413,0.446,6.01,BAIXA
3169109,86,443.0,0.259,0.097,0.361,0.318,6.01,BAIXA
3534708,1692,389.68617021276594,0.188,0.094,0.238,0.232,6.01,BAIXA
3553955,165,291.53333333333336,0.213,0.086,0.261,0.293,6.01,BAIXA
3129301,120,344.81666666666666,0.297,0.091,0.409,0.39,6.01,BAIXA
5204003,62,283.6774193548387,0.301,0.085,0.416,0.403,6.01,BAIXA
4104600,212,376.8066037735849,0.275,0.093,0.4,0.331,6.0,BAIXA
3201100,145,348.93793103448274,0.212,0.091,0.242,0.304,6.0,BAIXA
3512902,73,430.2191780821918,0.215,0.096,0.278,0.271,5.99,BAIXA
2502300,222,325.7927927927928,0.39,0.089,0.585,0.496,5.99,BAIXA
4213302,61,449.4262295081968,0.272,0.097,0.4,0.319,5.99,BAIXA
4109906,128,498.28125,0.27,0.099,0.373,0.338,5.99,BAIXA
4113429,101,452.4257425742574,0.237,0.097,0.302,0.311,5.99,BAIXA
3201159,200,236.805,0.302,0.078,0.351,0.477,5.99,BAIXA
5106273,75,471.24,0.271,0.098,0.324,0.39,5.99,BAIXA
4323705,29,316.3103448275862,0.227,0.088,0.249,0.345,5.99,BAIXA
4306106,1363,433.7490829053558,0.215,0.096,0.312,0.237,5.98,BAIXA
3129707,117,309.70940170940173,0.242,0.087,0.411,0.229,5.97,BAIXA
4212239,42,383.6428571428572,0.274,0.093,0.323,0.406,5.97,BAIXA
3304201,2070,419.76607056549057,0.194,0.095,0.262,0.225,5.96,BAIXA
4315206,46,910.6521739130436,0.247,0.107,0.239,0.395,5.96,BAIXA
4306973,38,358.3157894736842,0.207,0.091,0.292,0.238,5.96,BAIXA
5105622,566,357.2349823321555,0.257,0.091,0.373,0.307,5.96,BAIXA
1718709,114,404.7894736842105,0.34,0.094,0.496,0.429,5.96,BAIXA
3204302,305,302.4,0.311,0.086,0.43,0.417,5.95,BAIXA
2405702,334,390.1766467065869,0.255,0.093,0.283,0.39,5.95,BAIXA
2408508,135,333.7333333333333,0.305,0.089,0.471,0.355,5.95,BAIXA
4211454,45,361.9555555555556,0.23,0.091,0.335,0.263,5.94,BAIXA
2407252,141,247.82978723404256,0.385,0.079,0.507,0.569,5.94,BAIXA
3165503,140,165.30714285714285,0.356,0.06,0.505,0.502,5.94,BAIXA
2413003,175,271.4342857142857,0.313,0.082,0.448,0.41,5.93,BAIXA
5101001,87,451.14942528735634,0.259,0.096,0.351,0.329,5.93,BAIXA
4304408,425,318.8211764705882,0.2,0.087,0.333,0.181,5.92,BAIXA
4105409,274,382.6131386861314,0.249,0.092,0.322,0.332,5.92,BAIXA
3147303,221,369.0633484162896,0.228,0.091,0.334,0.26,5.92,BAIXA
2403103,2312,288.49870242214536,0.294,0.084,0.403,0.396,5.92,BAIXA
3117603,63,317.3968253968254,0.205,0.087,0.274,0.253,5.92,BAIXA
3517307,60,232.5,0.239,0.076,0.366,0.276,5.92,BAIXA
4104709,203,400.70443349753697,0.215,0.093,0.262,0.29,5.91,BAIXA
3202553,205,233.30243902439025,0.337,0.076,0.475,0.461,5.91,BAIXA
4318309,2177,371.5502985760221,0.271,0.091,0.358,0.365,5.91,BAIXA
5103205,392,418.0969387755102,0.266,0.094,0.359,0.346,5.91,BAIXA
3200300,165,385.1030303030303,0.209,0.092,0.257,0.279,5.91,BAIXA
4126504,73,266.8904109589041,0.185,0.081,0.259,0.215,5.9,BAIXA
4317103,2779,344.9453040662109,0.238,0.089,0.307,0.317,5.9,BAIXA
5200506,57,395.6842105263158,0.269,0.092,0.335,0.381,5.88,BAIXA
3104304,132,414.1818181818182,0.226,0.093,0.335,0.251,5.87,BAIXA
2506301,2436,226.05213464696223,0.318,0.074,0.45,0.431,5.87,BAIXA
4111902,87,381.735632183908,0.204,0.091,0.27,0.25,5.87,BAIXA
2513802,158,131.20253164556962,0.33,0.044,0.441,0.504,5.87,BAIXA
4311304,355,384.6,0.231,0.091,0.332,0.271,5.86,BAIXA
4313508,399,367.8721804511278,0.202,0.09,0.286,0.23,5.86,BAIXA
4206405,73,534.3424657534247,0.221,0.098,0.202,0.363,5.86,BAIXA
2512077,143,227.5174825174825,0.321,0.074,0.446,0.442,5.86,BAIXA
5003306,1645,458.4334346504559,0.265,0.095,0.417,0.284,5.86,BAIXA
4118204,2543,265.431380259536,0.215,0.08,0.313,0.252,5.86,BAIXA
4321477,48,437.25,0.28,0.094,0.339,0.408,5.86,BAIXA
1704600,49,258.46938775510205,0.316,0.079,0.423,0.447,5.86,BAIXA
4315503,214,280.8224299065421,0.251,0.082,0.353,0.319,5.86,BAIXA
4114500,265,331.5396226415094,0.324,0.087,0.401,0.485,5.85,BAIXA
3159506,121,259.6942148760331,0.308,0.079,0.44,0.405,5.85,BAIXA
4128005,342,442.6111111111111,0.241,0.094,0.336,0.293,5.85,BAIXA
5103452,147,360.6122448979592,0.252,0.089,0.329,0.337,5.84,BAIXA
5215306,253,523.5731225296443,0.244,0.097,0.282,0.354,5.83,BAIXA
4323457,65,182.06153846153848,0.289,0.063,0.427,0.378,5.82,BAIXA
3536406,119,255.7983193277311,0.236,0.078,0.346,0.284,5.82,BAIXA
4104501,160,378.73125,0.249,0.09,0.288,0.37,5.82,BAIXA
1709500,2927,430.8459173214896,0.229,0.093,0.32,0.275,5.82,BAIXA
4309001,351,379.17663817663816,0.233,0.09,0.315,0.295,5.82,BAIXA
4202057,152,309.0328947368421,0.206,0.084,0.305,0.23,5.8,BAIXA
4207007,300,356.2633333333333,0.193,0.088,0.283,0.207,5.8,BAIXA
3527009,41,371.5365853658537,0.19,0.089,0.275,0.205,5.8,BAIXA
5205406,353,441.7478753541076,0.189,0.093,0.222,0.251,5.79,BAIXA
4304671,54,310.7407407407408,0.194,0.084,0.293,0.204,5.79,BAIXA
3128600,149,489.5973154362416,0.243,0.095,0.341,0.294,5.79,BAIXA
3304102,143,423.06293706293707,0.274,0.092,0.351,0.378,5.79,BAIXA
4120200,48,579.3541666666666,0.221,0.098,0.268,0.298,5.79,BAIXA
4300471,37,616.8108108108108,0.176,0.099,0.227,0.201,5.79,BAIXA
3556008,135,470.5925925925926,0.175,0.094,0.245,0.187,5.78,BAIXA
3503109,68,409.30882352941177,0.216,0.091,0.354,0.204,5.78,BAIXA
3532843,28,467.25,0.195,0.094,0.205,0.287,5.78,BAIXA
3527207,1841,323.343834872352,0.207,0.085,0.256,0.281,5.78,BAIXA
2401404,234,196.25213675213675,0.314,0.066,0.466,0.409,5.78,BAIXA
1718881,108,378.4259259259259,0.348,0.089,0.508,0.446,5.77,BAIXA
4303400,67,556.6865671641791,0.251,0.097,0.307,0.35,5.77,BAIXA
3535408,168,338.2738095238095,0.271,0.086,0.407,0.319,5.77,BAIXA
3150158,235,169.39148936170213,0.328,0.058,0.448,0.477,5.76,BAIXA
4304705,1335,416.0883895131086,0.192,0.091,0.255,0.231,5.76,BAIXA
3539905,85,507.7294117647059,0.183,0.095,0.232,0.223,5.75,BAIXA
3516101,54,483.27777777777777,0.242,0.094,0.276,0.357,5.75,BAIXA
4203303,65,356.1384615384615,0.206,0.087,0.293,0.238,5.75,BAIXA
3305133,63,290.41269841269843,0.255,0.081,0.317,0.366,5.75,BAIXA
4216305,252,511.718253968254,0.204,0.095,0.319,0.197,5.74,BAIXA
2514701,142,356.59154929577466,0.28,0.087,0.365,0.388,5.74,BAIXA
3502200,210,442.4428571428571,0.228,0.092,0.335,0.256,5.74,BAIXA
4120333,60,444.25,0.215,0.092,0.332,0.22,5.73,BAIXA
1100189,320,491.00625,0.241,0.094,0.357,0.272,5.73,BAIXA
1718840,107,336.10280373831773,0.34,0.085,0.473,0.462,5.72,BAIXA
3143906,2893,450.3933632907017,0.216,0.092,0.287,0.27,5.72,BAIXA
3157906,344,262.1337209302326,0.341,0.077,0.483,0.463,5.72,BAIXA
3128105,187,469.144385026738,0.228,0.093,0.308,0.284,5.72,BAIXA
2411908,127,230.0236220472441,0.359,0.072,0.558,0.447,5.72,BAIXA
1100155,494,530.2408906882591,0.263,0.095,0.342,0.353,5.71,BAIXA
3119302,318,367.6635220125786,0.233,0.087,0.374,0.239,5.7,BAIXA
4318606,78,455.1666666666667,0.236,0.092,0.25,0.366,5.7,BAIXA
3507407,130,458.2692307692308,0.219,0.092,0.315,0.251,5.7,BAIXA
3549409,159,401.3522012578616,0.181,0.089,0.241,0.213,5.69,BAIXA
2408904,556,309.4730215827338,0.306,0.082,0.443,0.394,5.69,BAIXA
5106653,192,542.984375,0.229,0.095,0.308,0.284,5.68,BAIXA
5211909,2614,514.3909716908952,0.207,0.094,0.288,0.238,5.68,BAIXA
3154101,232,315.51293103448273,0.262,0.082,0.38,0.324,5.66,BAIXA
3201704,150,412.5466666666667,0.257,0.089,0.291,0.39,5.66,BAIXA
3142601,95,280.46315789473687,0.198,0.078,0.316,0.201,5.65,BAIXA
4309050,32,415.34375,0.217,0.089,0.335,0.226,5.65,BAIXA
4309555,18,736.2777777777778,0.136,0.099,0.19,0.12,5.65,BAIXA
4319802,139,369.0863309352518,0.283,0.086,0.401,0.361,5.64,BAIXA
3502804,4439,480.30615003379137,0.172,0.092,0.217,0.207,5.64,BAIXA
3131208,427,308.3138173302108,0.28,0.081,0.358,0.4,5.64,BAIXA
3520806,38,464.05263157894734,0.2,0.091,0.254,0.254,5.63,BAIXA
3134202,3674,574.4090909090909,0.222,0.095,0.315,0.256,5.63,BAIXA
3553856,128,254.203125,0.281,0.074,0.435,0.335,5.62,BAIXA
4116059,157,517.6433121019109,0.21,0.093,0.265,0.272,5.62,BAIXA
3300902,173,489.90751445086704,0.242,0.092,0.308,0.327,5.62,BAIXA
3524808,301,407.6578073089701,0.174,0.088,0.207,0.226,5.62,BAIXA
3554003,2058,292.88775510204084,0.188,0.079,0.271,0.213,5.62,BAIXA
4115739,87,254.6551724137931,0.335,0.074,0.413,0.518,5.61,BAIXA
4216107,170,471.4058823529412,0.224,0.091,0.285,0.295,5.61,BAIXA
4311106,179,408.6480446927374,0.221,0.088,0.264,0.311,5.61,BAIXA
5203939,73,349.958904109589,0.251,0.084,0.403,0.265,5.61,BAIXA
4102703,57,364.9122807017544,0.196,0.085,0.258,0.245,5.6,BAIXA
5106703,46,480.7826086956522,0.295,0.091,0.395,0.4,5.59,BAIXA
3168705,1385,343.72490974729243,0.204,0.083,0.242,0.286,5.58,BAIXA
5202502,175,386.42285714285714,0.27,0.086,0.432,0.291,5.58,BAIXA
3203007,362,300.33977900552486,0.288,0.079,0.414,0.372,5.58,BAIXA
3143104,478,420.5648535564853,0.22,0.088,0.32,0.252,5.58,BAIXA
3132602,56,251.5892857142857,0.202,0.073,0.279,0.253,5.58,BAIXA
5203906,114,512.2456140350877,0.272,0.092,0.383,0.341,5.58,BAIXA
3155900,109,322.41284403669727,0.249,0.081,0.338,0.327,5.57,BAIXA
4307450,44,491.1818181818182,0.298,0.091,0.336,0.467,5.56,BAIXA
3126901,248,285.7016129032258,0.333,0.077,0.464,0.459,5.56,BAIXA
4212270,130,431.4769230769231,0.281,0.088,0.374,0.382,5.55,BAIXA
3540002,225,523.9688888888888,0.159,0.092,0.19,0.195,5.55,BAIXA
3518008,44,627.3181818181819,0.239,0.095,0.288,0.333,5.55,BAIXA
4304002,149,328.6510067114094,0.246,0.081,0.32,0.338,5.54,BAIXA
3528601,83,329.6265060240964,0.211,0.081,0.255,0.297,5.53,BAIXA
3549102,411,533.9367396593674,0.16,0.092,0.206,0.182,5.53,BAIXA
3306206,174,290.52298850574715,0.209,0.077,0.276,0.273,5.53,BAIXA
2513901,1678,238.97377830750892,0.357,0.07,0.527,0.473,5.53,BAIXA
3204351,258,345.3565891472868,0.252,0.082,0.353,0.32,5.52,BAIXA
4107603,354,386.3587570621469,0.271,0.085,0.428,0.301,5.52,BAIXA
5103502,307,425.1237785016287,0.254,0.087,0.327,0.349,5.51,BAIXA
4208807,107,253.3271028037383,0.195,0.072,0.297,0.217,5.51,BAIXA
3504800,78,424.4102564102564,0.166,0.087,0.245,0.165,5.51,BAIXA
3537156,37,491.8648648648648,0.135,0.09,0.16,0.155,5.51,BAIXA
3200169,329,261.0455927051672,0.315,0.073,0.419,0.452,5.51,BAIXA
3133808,1366,374.9765739385066,0.185,0.084,0.241,0.231,5.51,BAIXA
5217401,490,349.9877551020408,0.202,0.082,0.268,0.257,5.5,BAIXA
3138302,43,361.8372093023256,0.206,0.083,0.298,0.237,5.5,BAIXA
2201804,132,224.62121212121207,0.305,0.067,0.433,0.414,5.5,BAIXA
3162906,396,327.31060606060606,0.2,0.08,0.289,0.232,5.49,BAIXA
3171303,2396,478.3355592654424,0.187,0.089,0.226,0.247,5.48,BAIXA
3104106,69,510.3043478260869,0.206,0.09,0.309,0.22,5.47,BAIXA
3550407,254,290.87401574803147,0.203,0.076,0.319,0.213,5.47,BAIXA
4314159,91,509.9230769230769,0.201,0.09,0.272,0.241,5.47,BAIXA
4310652,62,461.35483870967744,0.244,0.088,0.31,0.334,5.47,BAIXA
3124005,305,332.16065573770493,0.306,0.08,0.47,0.369,5.47,BAIXA
3159902,415,321.12530120481927,0.254,0.079,0.382,0.301,5.47,BAIXA
4118501,1787,405.7011751538892,0.179,0.085,0.252,0.2,5.46,BAIXA
3504008,1845,404.6650406504065,0.163,0.085,0.21,0.194,5.46,BAIXA
4205001,202,405.1485148514852,0.283,0.085,0.433,0.33,5.46,BAIXA
4205803,155,360.483870967742,0.235,0.082,0.4,0.222,5.45,BAIXA
4315321,43,491.0697674418605,0.276,0.089,0.384,0.356,5.45,BAIXA
3160504,47,276.6170212765957,0.309,0.074,0.366,0.487,5.45,BAIXA
5102686,146,379.7328767123288,0.223,0.083,0.399,0.188,5.44,BAIXA
4203808,749,412.6608811748999,0.212,0.085,0.288,0.263,5.44,BAIXA
5107909,3528,475.671201814059,0.201,0.088,0.319,0.197,5.43,BAIXA
3516705,399,351.7619047619048,0.188,0.081,0.258,0.224,5.43,BAIXA
3160009,59,366.3559322033898,0.252,0.082,0.412,0.261,5.43,BAIXA
3555901,15,366.6666666666667,0.173,0.082,0.259,0.179,5.43,BAIXA
4316428,44,418.0681818181818,0.318,0.085,0.33,0.539,5.42,BAIXA
4125308,42,417.9047619047619,0.189,0.085,0.249,0.232,5.42,BAIXA
3147204,192,441.0364583333333,0.195,0.086,0.287,0.212,5.41,BAIXA
3526902,6615,309.8350718065004,0.17,0.077,0.236,0.197,5.41,BAIXA
3202801,1377,275.3899782135076,0.291,0.073,0.445,0.354,5.4,BAIXA
4214201,64,268.375,0.244,0.072,0.314,0.347,5.4,BAIXA
3112109,112,168.125,0.313,0.051,0.51,0.379,5.4,BAIXA
4202453,138,345.9782608695652,0.162,0.08,0.24,0.167,5.4,BAIXA
1716703,255,348.7098039215686,0.301,0.08,0.436,0.386,5.39,BAIXA
3155306,31,378.5483870967742,0.241,0.082,0.32,0.321,5.38,BAIXA
3154002,463,306.27861771058315,0.282,0.076,0.392,0.377,5.38,BAIXA
3507308,38,306.60526315789474,0.173,0.076,0.279,0.163,5.38,BAIXA
4116505,22,412.7272727272728,0.224,0.084,0.327,0.26,5.38,BAIXA
3303708,224,378.9598214285714,0.227,0.082,0.287,0.313,5.38,BAIXA
3119906,61,353.39344262295083,0.223,0.08,0.317,0.271,5.37,BAIXA
3531308,225,455.9333333333333,0.167,0.086,0.214,0.201,5.37,BAIXA
3150208,81,369.17283950617286,0.298,0.081,0.434,0.38,5.36,BAIXA
5201207,28,571.5714285714286,0.159,0.09,0.252,0.135,5.36,BAIXA
3120706,102,355.80392156862746,0.242,0.08,0.381,0.265,5.36,BAIXA
3162203,67,460.0149253731343,0.234,0.086,0.33,0.285,5.36,BAIXA
3521408,111,460.6126126126126,0.179,0.086,0.242,0.21,5.36,BAIXA
5004304,262,423.9503816793893,0.313,0.084,0.478,0.377,5.35,BAIXA
3519402,91,311.56043956043953,0.206,0.076,0.316,0.227,5.35,BAIXA
3543907,3114,447.6364804110469,0.159,0.085,0.215,0.177,5.34,BAIXA
3300233,214,407.892523364486,0.192,0.083,0.295,0.199,5.34,BAIXA
2201556,146,313.06849315068496,0.405,0.076,0.601,0.539,5.34,BAIXA
4119202,116,255.54310344827587,0.216,0.069,0.281,0.298,5.33,BAIXA
3101631,101,319.7326732673268,0.238,0.076,0.335,0.302,5.31,BAIXA
3124708,53,384.188679245283,0.29,0.081,0.417,0.371,5.31,BAIXA
5005004,436,463.0183486238532,0.246,0.085,0.365,0.287,5.3,BAIXA
4123402,47,486.3191489361702,0.17,0.086,0.219,0.206,5.3,BAIXA
4305405,50,372.52,0.221,0.08,0.293,0.291,5.3,BAIXA
3136207,1357,259.0456890198968,0.202,0.069,0.256,0.282,5.3,BAIXA
4124509,42,372.7142857142857,0.235,0.08,0.316,0.308,5.3,BAIXA
4306205,58,302.2068965517241,0.183,0.074,0.264,0.211,5.29,BAIXA
4112801,137,467.3138686131387,0.217,0.085,0.333,0.232,5.29,BAIXA
4107900,31,468.741935483871,0.192,0.085,0.287,0.204,5.29,BAIXA
5101258,274,337.7335766423358,0.243,0.077,0.345,0.308,5.28,BAIXA
5207105,66,376.74242424242425,0.256,0.08,0.26,0.429,5.28,BAIXA
4117222,56,475.1071428571428,0.22,0.085,0.256,0.32,5.27,BAIXA
3163805,174,289.2298850574713,0.306,0.072,0.422,0.424,5.26,BAIXA
4110102,502,382.66733067729086,0.254,0.08,0.384,0.297,5.26,BAIXA
3514908,143,227.83916083916083,0.227,0.063,0.381,0.237,5.25,BAIXA
4219150,58,462.3448275862069,0.252,0.084,0.346,0.327,5.25,BAIXA
4323358,17,764.7647058823529,0.266,0.092,0.285,0.422,5.24,BAIXA
1712157,54,302.27777777777777,0.32,0.073,0.427,0.46,5.24,BAIXA
3521150,32,196.5,0.184,0.056,0.27,0.226,5.23,BAIXA
3149101,168,327.125,0.272,0.075,0.385,0.355,5.22,BAIXA
4203402,109,378.7522935779817,0.288,0.079,0.409,0.377,5.22,BAIXA
4310413,58,367.4310344827586,0.3,0.078,0.378,0.443,5.21,BAIXA
2510808,4923,263.6043063172862,0.291,0.068,0.393,0.411,5.21,BAIXA
3554706,96,508.1041666666667,0.208,0.085,0.297,0.243,5.2,BAIXA
3148202,104,281.1057692307692,0.247,0.07,0.334,0.338,5.2,BAIXA
3145000,160,330.16875,0.259,0.075,0.415,0.288,5.2,BAIXA
3153509,172,354.24418604651163,0.275,0.077,0.35,0.399,5.2,BAIXA
5218052,64,420.375,0.232,0.081,0.354,0.26,5.19,BAIXA
4302220,21,292.1904761904762,0.225,0.071,0.321,0.283,5.19,BAIXA
3133501,228,392.1184210526316,0.226,0.079,0.317,0.283,5.17,BAIXA
3165404,77,262.12987012987014,0.287,0.067,0.474,0.319,5.17,BAIXA
1721257,49,348.3265306122449,0.273,0.076,0.392,0.351,5.17,BAIXA
3114501,190,378.2947368421053,0.217,0.078,0.296,0.277,5.17,BAIXA
4117453,64,470.4375,0.205,0.083,0.3,0.231,5.17,BAIXA
4302808,577,361.4367417677643,0.252,0.077,0.329,0.351,5.17,BAIXA
3168507,229,413.2620087336245,0.273,0.08,0.345,0.394,5.16,BAIXA
3144102,286,413.5244755244755,0.2,0.08,0.273,0.248,5.16,BAIXA
1717909,202,297.96039603960395,0.36,0.071,0.572,0.437,5.15,BAIXA
4320206,199,434.8994974874372,0.252,0.081,0.297,0.378,5.15,BAIXA
3529807,100,387.88,0.186,0.078,0.277,0.202,5.13,BAIXA
3114303,386,464.32124352331607,0.235,0.082,0.335,0.288,5.13,BAIXA
3204559,413,403.6900726392252,0.278,0.079,0.35,0.404,5.13,BAIXA
3153301,81,405.0864197530864,0.36,0.079,0.527,0.475,5.13,BAIXA
4302105,562,405.7224199288256,0.151,0.079,0.239,0.136,5.13,BAIXA
4204806,518,427.530888030888,0.234,0.08,0.36,0.261,5.12,BAIXA
4311981,42,234.8809523809524,0.245,0.062,0.332,0.34,5.12,BAIXA
3170701,1929,432.800933125972,0.175,0.08,0.243,0.201,5.1,BAIXA
3130606,103,396.4563106796117,0.225,0.078,0.307,0.29,5.1,BAIXA
4302238,34,220.9705882352941,0.217,0.059,0.252,0.34,5.1,BAIXA
3505807,136,507.4632352941176,0.175,0.083,0.223,0.22,5.09,BAIXA
3127701,10478,457.0596487879366,0.243,0.081,0.326,0.321,5.09,BAIXA
4128104,2447,456.8512464241929,0.178,0.081,0.228,0.226,5.09,BAIXA
4212007,87,250.72413793103448,0.266,0.064,0.375,0.359,5.09,BAIXA
3520509,2183,437.1278057718736,0.154,0.08,0.212,0.169,5.09,BAIXA
4308078,22,484.54545454545456,0.232,0.082,0.356,0.257,5.08,BAIXA
3547908,91,274.3076923076923,0.201,0.067,0.329,0.208,5.08,BAIXA
3147709,105,513.2761904761904,0.229,0.083,0.305,0.298,5.08,BAIXA
4320701,197,467.4111675126904,0.233,0.081,0.318,0.299,5.07,BAIXA
4201257,47,322.93617021276594,0.209,0.072,0.293,0.262,5.07,BAIXA
4209409,235,520.5021276595745,0.187,0.083,0.256,0.223,5.06,BAIXA
3546603,241,427.6390041493776,0.174,0.079,0.229,0.215,5.06,BAIXA
3103801,37,521.7567567567568,0.17,0.083,0.185,0.241,5.06,BAIXA
3302106,177,392.15819209039546,0.221,0.077,0.251,0.334,5.06,BAIXA
4301206,143,409.5524475524476,0.24,0.078,0.296,0.346,5.06,BAIXA
4320263,114,326.140350877193,0.283,0.072,0.371,0.405,5.06,BAIXA
4116950,48,338.0416666666667,0.25,0.073,0.283,0.395,5.05,BAIXA
5107040,2345,453.6737739872068,0.22,0.08,0.373,0.207,5.05,BAIXA
3101102,509,305.2554027504912,0.28,0.07,0.382,0.388,5.05,BAIXA
4215802,297,431.5858585858586,0.15,0.079,0.217,0.154,5.05,BAIXA
4204707,92,565.7065217391304,0.194,0.084,0.18,0.319,5.04,BAIXA
3120607,90,454.7,0.253,0.08,0.336,0.343,5.04,BAIXA
4209003,223,478.6412556053812,0.166,0.081,0.231,0.187,5.04,BAIXA
3204500,205,330.98048780487807,0.32,0.072,0.477,0.41,5.03,BAIXA
3203908,1816,321.91189427312776,0.264,0.071,0.342,0.379,5.02,BAIXA
4213609,322,463.3757763975156,0.191,0.08,0.262,0.231,5.02,BAIXA
4300307,115,543.3304347826087,0.274,0.083,0.289,0.449,5.02,BAIXA
3126307,27,344.85185185185185,0.255,0.073,0.45,0.242,5.02,BAIXA
4205308,89,425.2022471910112,0.191,0.078,0.309,0.186,5.01,BAIXA
4316303,129,549.4031007751938,0.248,0.083,0.298,0.363,5.01,BAIXA
3113305,552,285.65579710144925,0.246,0.067,0.338,0.332,5.01,BAIXA
4204400,60,552.2333333333333,0.197,0.083,0.265,0.244,5.01,BAIXA
4121406,184,431.4076086956522,0.212,0.078,0.288,0.271,5.0,BAIXA
5212204,449,430.44097995545656,0.226,0.078,0.297,0.302,5.0,BAIXA
5000252,115,410.7130434782609,0.227,0.077,0.321,0.282,5.0,BAIXA
4218905,84,306.48809523809524,0.225,0.069,0.325,0.28,4.99,BAIXA
5007307,97,438.0,0.287,0.078,0.432,0.35,4.98,BAIXA
5200209,45,186.35555555555555,0.219,0.049,0.354,0.253,4.98,BAIXA
4103057,194,384.29896907216494,0.298,0.075,0.438,0.38,4.98,BAIXA
2801504,257,170.14396887159532,0.347,0.044,0.461,0.535,4.97,BAIXA
3132206,77,487.8051948051948,0.231,0.08,0.335,0.279,4.97,BAIXA
4123907,271,333.0036900369004,0.246,0.071,0.353,0.313,4.97,BAIXA
3138351,93,275.0537634408602,0.267,0.065,0.412,0.323,4.97,BAIXA
3300951,61,292.0983606557377,0.21,0.067,0.246,0.316,4.97,BAIXA
4301552,27,615.1111111111111,0.206,0.084,0.289,0.246,4.97,BAIXA
4106506,194,374.0927835051546,0.231,0.074,0.279,0.339,4.96,BAIXA
3110400,33,284.1515151515151,0.213,0.066,0.291,0.281,4.96,BAIXA
5202155,231,405.1688311688312,0.295,0.076,0.352,0.458,4.96,BAIXA
1718758,159,260.7987421383648,0.366,0.063,0.489,0.547,4.96,BAIXA
4306551,26,515.6153846153846,0.204,0.081,0.298,0.232,4.96,BAIXA
4204350,36,714.9444444444445,0.144,0.086,0.208,0.138,4.96,BAIXA
3506300,127,376.8110236220472,0.198,0.074,0.292,0.229,4.95,BAIXA
3127404,48,555.1875,0.248,0.082,0.307,0.356,4.95,BAIXA
5209457,57,277.9122807017544,0.32,0.065,0.35,0.544,4.95,BAIXA
4107546,103,261.71844660194176,0.33,0.063,0.448,0.48,4.95,BAIXA
4108106,13,410.5384615384616,0.191,0.076,0.274,0.223,4.95,BAIXA
3139003,388,352.4329896907216,0.216,0.072,0.31,0.266,4.94,BAIXA
3201209,4103,395.6853521813308,0.205,0.075,0.279,0.26,4.94,BAIXA
4126603,269,397.02230483271376,0.215,0.075,0.328,0.243,4.94,BAIXA
3525409,38,310.05263157894734,0.231,0.068,0.403,0.221,4.92,BAIXA
4122008,208,439.0625,0.259,0.077,0.369,0.331,4.92,BAIXA
4114401,319,302.09404388714734,0.272,0.067,0.376,0.373,4.91,BAIXA
5107941,131,404.96946564885496,0.225,0.075,0.335,0.265,4.91,BAIXA
4208104,164,292.6829268292683,0.235,0.066,0.325,0.313,4.91,BAIXA
3134905,173,662.6473988439307,0.21,0.084,0.341,0.206,4.9,BAIXA
4320321,50,285.52,0.233,0.065,0.294,0.339,4.9,BAIXA
4307500,158,363.67721518987344,0.21,0.072,0.246,0.311,4.89,BAIXA
5207253,192,377.7395833333333,0.306,0.073,0.447,0.397,4.89,BAIXA
4124400,303,452.019801980198,0.279,0.077,0.407,0.354,4.89,BAIXA
5220405,366,325.92076502732243,0.239,0.069,0.347,0.3,4.89,BAIXA
4115507,77,428.5844155844156,0.24,0.076,0.317,0.327,4.89,BAIXA
5219712,79,474.0632911392405,0.283,0.078,0.447,0.324,4.89,BAIXA
2304350,1203,225.7547797173732,0.321,0.056,0.5,0.408,4.88,BAIXA
3111705,86,257.0581395348837,0.256,0.061,0.366,0.342,4.88,BAIXA
3510807,221,339.94117647058823,0.179,0.07,0.248,0.22,4.88,BAIXA
4315107,169,354.5207100591716,0.229,0.071,0.297,0.318,4.87,BAIXA
4203907,158,398.9240506329114,0.156,0.074,0.242,0.153,4.87,BAIXA
3557303,88,301.60227272727275,0.162,0.066,0.229,0.192,4.86,BAIXA
